Specimen,Species,Common,SzCl,SizeRangeLb,SizeRangeKg,SkelPort,LPort,Element,Side,ActorTaxon,Effector,NumBreaks,trab,Surface Area,Volume,Bounding Box Dim1,Bounding Box Dim2,Bounding Box Dim3
MN13AA1416,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,proximal,fem,right,Homo sapiens,HSAnv,4,False,1231.4513,1594.0432942708333,51.04458,16.352665,6.754087
MN13AA1425,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,proximal,fem,right,Homo sapiens,HSAnv,4,True,1208.3041,1537.5374348958333,36.203873,16.246088,14.905722
MN13AA1428,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,proximal,fem,right,Homo sapiens,HSAnv,4,True,1533.9662,2197.23681640625,41.18946,26.104218,7.79871
MN13AA1504,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,right,Homo sapiens,HSAnv,9,False,16412.838,40948.76822916666,175.32227,34.591805,27.935108
MN13AA1505,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,right,Homo sapiens,HSAnv,11,True,12784.514,29595.713541666668,171.28104,33.515423,28.724663
MN13AA1506,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,right,Homo sapiens,HSAnv,4,False,2845.609,4954.440755208333,59.467087,28.828075,12.916994
MN13AA1507,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,right,Homo sapiens,HSAnv,6,True,2594.3357,4433.299153645833,56.86565,23.768993,11.754265
MN13AA1605,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,distal,mttar,right,Homo sapiens,HSAnv,8,False,8571.107,20645.49739583333,128.02246,25.875893,19.848442
MN13AA1612,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,distal,mttar,right,Homo sapiens,HSAnv,5,False,938.01025,1492.6905924479167,30.509754,17.787825,9.780802
MN14AA0109,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,,Homo sapiens,HSAnv,6,False,1552.6526,2828.571614583333,43.53981,18.958961,8.541231
MN14AA0110,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,,Homo sapiens,HSAnv,5,False,1490.6394,1916.17626953125,67.25473,14.543693,8.793969
MN14AA0112,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,,Homo sapiens,HSAnv,7,False,2456.3865,4504.839192708333,56.976242,21.883396,14.376642
MN14AA0114,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,,Homo sapiens,HSAnv,3,False,907.4459,1145.9783528645833,37.00869,15.046448,7.0106325
MN14AA0115,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,,Homo sapiens,HSAnv,3,False,1543.1704,2500.1012369791665,48.47576,20.639137,9.26096
MN14AA0116,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,,Homo sapiens,HSAnv,5,False,1456.6721,2592.4176432291665,46.11515,18.549118,7.6693764
MN14AA0118,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,,Homo sapiens,HSAnv,5,False,824.624,1050.1368815104167,35.70096,13.417138,6.941603
MN14AA0203,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,proximal,fem,left,Homo sapiens,HSAnv,6,True,7989.4443,16603.782552083332,119.17491,38.044846,15.373459
MN14AA0204,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,proximal,fem,left,Homo sapiens,HSAnv,4,False,6986.705,12351.50390625,100.54103,37.58583,17.837715
MN14AA0205,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,proximal,fem,left,Homo sapiens,HSAnv,11,False,4054.0635,6679.671875,92.30266,27.69875,17.158804
MN14AA0206,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,proximal,fem,left,Homo sapiens,HSAnv,4,True,1690.0063,2470.5665690104165,49.67375,19.323826,8.733762
MN14AA0207,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,proximal,fem,left,Homo sapiens,HSAnv,4,True,1894.0635,2226.80712890625,38.31607,30.222994,8.939302
MN14AA0208,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,proximal,fem,left,Homo sapiens,HSAnv,3,False,1304.4464,1553.9783528645833,53.065926,18.6395,6.826487
MN14AA0209,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,proximal,fem,left,Homo sapiens,HSAnv,3,False,1167.8457,1395.3932291666667,43.764015,15.845148,9.364788
MN14AA0304,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,left,Homo sapiens,HSAnv,7,False,5734.474,10345.34375,122.13834,28.57544,16.0502
MN14AA0306,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,left,Homo sapiens,HSAnv,12,False,10489.424,19233.43880208333,123.20485,30.097229,27.79115
MN14AA0310,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,left,Homo sapiens,HSAnv,8,False,2430.4514,3686.1126302083335,65.52967,21.835564,8.707014
MN14AA0311,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,left,Homo sapiens,HSAnv,3,False,1918.891,2815.969075520833,58.639168,20.383003,11.924616
MN14AA0312,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,left,Homo sapiens,HSAnv,5,True,1710.5077,2437.03857421875,37.519363,23.10647,14.247232
MN14AA0313,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,left,Homo sapiens,HSAnv,3,False,1221.3425,1567.46240234375,49.682518,16.712412,5.3054886
MN14AA0314,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,left,Homo sapiens,HSAnv,6,True,1229.631,1328.75927734375,46.66269,18.18254,6.927262
MN14AA0317,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,left,Homo sapiens,HSAnv,4,False,1139.3567,1484.5333658854167,48.10621,15.276604,7.6437707
MN14AA0405,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,middle,rad-uln,right,Homo sapiens,HSAnv,12,True,15393.061,30440.88802083333,148.17294,34.07135,23.426723
MN14AA0406,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,middle,rad-uln,right,Homo sapiens,HSAnv,6,False,1986.9154,3237.4697265625,79.6275,12.129924,8.338751
MN14AA0407,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,middle,rad-uln,right,Homo sapiens,HSAnv,5,False,2237.3108,2904.3717447916665,76.28752,15.481995,5.1693764
MN14AA0408,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,middle,rad-uln,right,Homo sapiens,HSAnv,7,True,3403.971,7630.45703125,75.29877,22.332365,10.858578
MN14AA0501,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,left,Homo sapiens,HSAnv,5,True,8024.6455,15774.78515625,104.605835,29.971046,31.02972
MN14AA0506,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,left,Homo sapiens,HSAnv,8,False,16154.592,44918.40625,178.47083,40.745148,38.761032
MN14AA0507,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,left,Homo sapiens,HSAnv,6,False,6310.82,14570.34375,106.24309,34.825336,19.10637
MN14AA0508,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,left,Homo sapiens,HSAnv,6,False,3938.5618,8325.662109375,93.024216,22.239983,14.915371
MN14AA0509,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,left,Homo sapiens,HSAnv,7,False,7161.7065,17922.09375,96.89635,34.302193,25.604088
MN14AA0510,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,left,Homo sapiens,HSAnv,9,False,5690.1133,10197.59765625,112.36323,32.571278,12.522739
MN14AA0511,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,left,Homo sapiens,HSAnv,8,False,4794.526,11737.171875,98.223236,28.417717,15.926966
MN14AA0513,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,left,Homo sapiens,HSAnv,5,False,2608.7617,4930.816080729167,61.13958,26.112976,8.559666
MN14AA0514,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,left,Homo sapiens,HSAnv,8,False,1331.3416,2172.347005208333,47.305122,19.35468,9.570913
MN14AA0607,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,left,Homo sapiens,HSAnv,9,False,9290.841,19249.52083333333,165.827,31.86696,19.624935
MN14AA0608,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,left,Homo sapiens,HSAnv,11,True,9854.187,23925.34375,150.78305,37.281025,21.702332
MN14AA0609,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,left,Homo sapiens,HSAnv,4,False,4267.438,8791.496744791666,92.27745,23.427542,12.289489
MN14AA0610,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,left,Homo sapiens,HSAnv,3,False,1710.7703,2268.2140299479165,58.810814,15.778222,8.514755
MN14AA0611,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,left,Homo sapiens,HSAnv,4,False,1945.6041,3019.69140625,69.88408,14.138826,9.022467
MN15010403,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,middle,rad-uln,left,Homo sapiens,HSAnv,3,False,4761.7324,7984.272786458333,125.74252,22.244408,11.877451
MN15010405,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,middle,rad-uln,left,Homo sapiens,HSAnv,8,False,1719.5837,2354.3972981770835,70.1566,13.749535,8.23386
MN15AA2402,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,proximal,hum,right,Crocuta crocuta,teeth,8,False,4718.432,9811.611328125,61.088696,34.313034,27.989147
MN15AA2403,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,proximal,hum,right,Crocuta crocuta,teeth,8,False,3674.6775,6262.063151041667,57.594883,32.24401,14.592495
MN15AA2405,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,proximal,hum,right,Crocuta crocuta,teeth,7,True,2382.6277,3234.0035807291665,72.169464,18.796625,11.643961
MN15AA2406,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,proximal,hum,right,Crocuta crocuta,teeth,5,False,1538.0507,2264.53857421875,39.80871,24.482054,7.351655
MN15AA2407,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,proximal,hum,right,Crocuta crocuta,teeth,6,False,961.0426,1129.3690592447915,38.869156,11.5629835,7.3517404
MN15AA2408,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,proximal,hum,right,Crocuta crocuta,teeth,6,True,994.2986,1075.9619954427085,33.700165,16.18301,7.578491
MN15AA2502,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,proximal,hum,right,Crocuta crocuta,teeth,11,True,7574.585,14102.2734375,108.79197,33.374393,27.64964
MN15AA2504,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,proximal,hum,right,Crocuta crocuta,teeth,6,False,1033.9672,1227.8331705729167,47.983967,15.810462,6.59535
MN15AA2505,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,proximal,hum,right,Crocuta crocuta,teeth,7,True,3683.667,7141.218098958333,73.17026,28.455704,16.101257
MN15AA2506,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,proximal,hum,right,Crocuta crocuta,teeth,11,True,6869.374,13360.81640625,92.87301,40.065002,25.414444
MN15AA2702,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,proximal,hum,right,Crocuta crocuta,teeth,9,True,5507.17,13573.063802083334,91.53108,33.472057,16.920258
MN15AA2703,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,proximal,hum,right,Crocuta crocuta,teeth,12,True,5081.92,9254.354817708334,82.780304,29.498333,17.888557
MN15AA2704,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,proximal,hum,right,Crocuta crocuta,teeth,8,True,4189.0493,7712.490234375,65.68805,29.623547,16.348742
MN15AA2705,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,proximal,hum,right,Crocuta crocuta,teeth,7,True,2295.2874,4074.7109375,41.732086,31.699614,13.277976
MN15AA2706,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,proximal,hum,right,Crocuta crocuta,teeth,10,False,2286.361,3987.634765625,47.76085,22.876297,14.730848
MN15AA2707,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,proximal,hum,right,Crocuta crocuta,teeth,6,True,1790.0707,2702.197265625,34.455906,28.438623,11.598209
MN15AA2708,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,proximal,hum,right,Crocuta crocuta,teeth,8,False,1350.4393,2039.9235026041667,35.700203,21.671375,9.679396
MN15AA2709,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,proximal,hum,right,Crocuta crocuta,teeth,6,False,1361.1962,1930.5729166666667,39.18823,23.032837,7.6562843
MN15AA2802,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,proximal,hum,left,Crocuta crocuta,teeth,18,True,10349.867,26188.83333333333,111.5051,39.24572,26.225622
MN15AA2803,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,proximal,hum,left,Crocuta crocuta,teeth,15,True,3879.1602,7810.677734375,77.71072,31.884678,15.6014805
MN15AA2804,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,proximal,hum,left,Crocuta crocuta,teeth,7,False,1628.2659,2930.680989583333,45.97473,19.93885,11.208135
MN15AA2902,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,proximal,hum,right,Crocuta crocuta,teeth,7,False,1280.4904,2244.97998046875,33.533287,19.531326,9.081499
MN15AA2903,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,proximal,hum,right,Crocuta crocuta,teeth,6,False,886.3217,1324.7245279947915,28.99736,19.667812,8.03718
MN15AA3203,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,other,other,,Crocuta crocuta,teeth,9,True,4807.322,9031.763671875,60.97509,32.02673,19.110483
MN15AA3302,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,proximal,hum,left,Crocuta crocuta,teeth,24,True,15217.989,11490.209635416666,105.77696,29.89961,20.501972
MN15AA3303,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,proximal,hum,left,Crocuta crocuta,teeth,13,True,3750.4148,5819.67578125,81.57724,29.876486,11.074681
MN15AA3305,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,proximal,hum,left,Crocuta crocuta,teeth,4,True,1510.4705,2199.579427083333,51.919212,15.767164,9.527544
MN15AA3311,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,proximal,hum,left,Crocuta crocuta,teeth,6,True,4708.803,6693.9921875,113.724365,24.45657,17.871582
MN15AA3401,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,right,Crocuta crocuta,teeth,14,False,10638.689,23769.0859375,185.05026,31.842787,20.200113
MN15AA3403,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,right,Crocuta crocuta,teeth,15,False,9042.464,21331.31640625,137.30252,27.87431,18.13363
MN15AA3408,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,right,Crocuta crocuta,teeth,11,True,5211.4385,9685.999348958334,87.4313,35.516056,14.7464485
MN15AA3409,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,right,Crocuta crocuta,teeth,10,False,3954.4087,7878.546875,81.30598,26.156502,12.662234
MN15AA3410,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,right,Crocuta crocuta,teeth,7,True,3792.5168,4552.254231770833,72.83681,26.397112,16.723783
MN15AA3411,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,right,Crocuta crocuta,teeth,3,True,3502.5461,5215.430013020833,81.124374,25.478432,11.777021
MN15AA3412,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,right,Crocuta crocuta,teeth,8,False,3638.9026,7121.501953125,83.09442,28.713306,16.137371
MN15AA3413,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,right,Crocuta crocuta,teeth,9,False,3311.0684,5650.716145833333,80.88353,21.923908,11.097412
MN15AA3414,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,right,Crocuta crocuta,teeth,9,False,2476.7598,4525.87109375,61.034798,21.562508,14.175259
MN15AA3415,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,right,Crocuta crocuta,teeth,9,False,2248.4246,3205.521484375,67.70026,19.668406,8.245671
MN15AA3416,Cervus canadensis,Elk,3.0,250-750,113-340,hindlimb,middle,tib,right,Crocuta crocuta,teeth,6,False,2233.88,3952.7630208333335,48.240215,22.209183,11.63641
MN18030703,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,proximal,hum,left,Homo sapiens,HSAnv,4,True,3568.8591,5744.748697916667,88.14681,26.651642,11.2777405
MN18030705,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,proximal,hum,left,Homo sapiens,HSAnv,10,True,3548.4495,7220.630208333333,65.22385,30.951746,15.819636
MN18030708,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,proximal,hum,left,Homo sapiens,HSAnv,5,False,1537.3765,2424.8211263020835,44.119354,19.621147,9.085857
MN18050302,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,middle,rad-uln,left,Crocuta crocuta,teeth,20,True,11754.222,27516.5625,175.87938,27.892323,28.677094
MN18050305,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,middle,rad-uln,left,Crocuta crocuta,teeth,6,False,4855.0674,7622.291015625,99.70813,26.019543,15.1962185
MN18050306,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,middle,rad-uln,left,Crocuta crocuta,teeth,7,True,3068.7007,4024.6761067708335,68.09052,27.388554,9.748079
MN18050308,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,middle,rad-uln,left,Crocuta crocuta,teeth,8,False,2606.5981,4189.221354166667,75.42413,20.4769,14.938629
MN18050309,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,middle,rad-uln,left,Crocuta crocuta,teeth,7,True,1733.1102,1511.5564778645833,49.127304,20.249817,7.998329
MN18050310,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,middle,rad-uln,left,Crocuta crocuta,teeth,6,False,2133.01,3441.7174479166665,63.98117,21.677887,9.3796425
MN18050311,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,middle,rad-uln,left,Crocuta crocuta,teeth,7,False,2658.324,5133.011067708333,69.0408,21.1385,13.477425
MN18050312,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,middle,rad-uln,left,Crocuta crocuta,teeth,4,False,1607.4843,1992.39892578125,44.60462,25.222122,5.951456
MN18050313,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,middle,rad-uln,left,Crocuta crocuta,teeth,7,False,1439.4957,1903.2776692708333,58.42665,18.475319,6.2990146
MN18050314,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,middle,rad-uln,left,Crocuta crocuta,teeth,4,False,1313.8331,1737.76953125,60.425632,12.028741,6.6958284
MN18050316,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,middle,rad-uln,left,Crocuta crocuta,teeth,8,False,1786.2069,2236.1915690104165,65.78304,14.740213,9.4879265
MN18050317,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,middle,rad-uln,left,Crocuta crocuta,teeth,7,False,1969.3988,2882.990559895833,63.58177,17.82492,11.668944
MN18050318,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,middle,rad-uln,left,Crocuta crocuta,teeth,5,False,1881.0269,2663.3388671875,58.912727,15.38759,13.044796
MN19050201,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,14,False,4376.623,8309.163411458334,116.26503,19.385866,12.340544
MN19050202,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,12,False,3993.6316,6771.032552083333,101.4789,18.37343,13.199826
MN19050205,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,12,False,3757.2725,5205.2900390625,111.40766,17.68078,10.010205
MN19050206,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,5,False,3914.5732,6433.835286458333,104.442604,18.121567,9.907631
MN19050207,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,11,False,4271.7974,6273.958333333333,101.92351,20.485249,11.885071
MN19050208,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,14,False,4078.4634,6527.655598958333,87.68904,19.293018,15.521189
MN19050209,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,11,False,3941.018,6350.923828125,84.48774,24.532942,11.472703
MN19050210,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,6,False,4224.488,7105.768880208333,82.996,18.327415,15.47011
MN19050211,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,6,False,2931.7524,4630.983723958333,84.04217,19.136522,11.919218
MN19050212,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,9,False,2400.501,3288.4567057291665,78.60061,16.046627,9.770964
MN19050213,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,10,False,2900.9263,4332.3193359375,80.70955,17.718254,9.695899
MN19050214,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,10,False,3079.2507,3960.9026692708335,85.559586,18.291954,10.767342
MN19050215,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,6,False,2543.0173,4256.829427083333,76.176056,17.55357,9.609766
MN19050216,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,11,False,3713.7454,6946.380208333333,71.47308,19.621033,14.69431
MN19050217,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,7,False,3374.5417,5928.850911458333,64.112915,22.734215,15.1488085
MN19050218,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,12,False,3199.3801,5561.202473958333,77.49263,18.165516,12.220064
MN19050219,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,10,False,2598.6816,4070.5833333333335,70.90341,17.707382,10.388455
MN19050220,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,12,False,2601.8748,4405.635416666667,71.96588,18.024323,11.600647
MN19050222,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,10,False,2175.354,3236.1357421875,72.70027,14.459784,10.502317
MN19050223,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,8,False,1648.1672,2269.6990559895835,73.4996,10.655447,8.100605
MN19050224,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,8,False,2358.8828,2980.460286458333,68.42699,16.022215,8.603161
MN19050226,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,10,False,1911.1134,2669.31689453125,71.54819,18.357512,8.543972
MN19050227,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,10,False,1966.5231,2948.964192708333,78.4577,16.420225,7.304022
MN19050228,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,7,False,2014.7556,2801.083333333333,66.306786,15.4515705,7.3827715
MN19050229,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,5,False,1600.9978,2115.680013020833,71.90517,10.987679,7.413722
MN19050230,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,7,False,1868.2062,2512.756184895833,79.224724,10.633098,7.829235
MN19050231,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,6,False,1700.8405,2413.1798502604165,54.045708,14.750837,7.9404807
MN19050232,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,6,False,2051.1282,2852.745442708333,77.59558,12.579588,11.098238
MN19050233,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,10,False,1803.9529,2553.36279296875,57.215702,19.149689,11.440196
MN19050234,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,8,False,1514.3038,1890.9405924479167,62.02955,14.143064,6.905691
MN19050235,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,11,False,1692.5479,2588.7928059895835,48.291588,17.456436,9.882477
MN19050237,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,8,False,1456.6567,2026.099609375,53.652325,13.935455,10.776844
MN19050238,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,5,True,1743.5497,2002.19580078125,48.337734,16.157791,13.071909
MN19050240,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,7,False,1320.0977,1808.4908854166667,43.610313,17.244251,9.927536
MN19050241,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,6,False,1382.1378,1995.0458984375,41.268585,16.716564,10.587164
MN19050242,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,17,False,1473.3593,2394.5651041666665,46.962543,17.587212,11.339743
MN19050243,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,8,False,1166.0092,1505.9814453125,40.12697,16.25671,8.515583
MN19050244,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,8,False,1116.9414,1798.26220703125,37.284527,14.187664,9.199245
MN19050245,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,5,False,869.69403,949.3924967447916,34.487602,14.293501,6.79029
MN19080801,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,11,False,3734.8545,6118.156901041667,94.00484,17.078915,11.927517
MN19080802,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,11,False,3737.1018,5964.677734375,82.48897,18.53366,12.959074
MN19080803,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,11,False,2699.08,4073.4928385416665,79.27025,18.63649,10.014116
